Date,Open,High,Low,Close,Volume,Adj Close
,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS,ASTERDM.NS
2018-02-26,183.0,188.0,176.3000030517578,181.5500030517578,10499965,137.71580505371094
2018-02-27,180.0,182.4499969482422,173.10000610351562,175.1999969482422,1145778,132.8989715576172
2018-02-28,171.5,177.3000030517578,170.10000610351562,173.10000610351562,650352,131.30601501464844
2018-03-01,173.0,176.3000030517578,172.0,172.60000610351562,344030,130.92672729492188
2018-03-05,172.10000610351562,172.60000610351562,167.5,170.1999969482422,353807,129.10618591308594
2018-03-06,170.14999389648438,173.0,169.1999969482422,170.25,352589,129.1441192626953
2018-03-07,170.0,170.0,163.0,165.0500030517578,254408,125.19963836669922
2018-03-08,165.0,167.89999389648438,164.0,164.60000610351562,278456,124.85828399658203
2018-03-09,164.89999389648438,165.14999389648438,156.0,157.39999389648438,342351,119.39666748046875
2018-03-12,156.0,156.75,144.0,145.35000610351562,573969,110.2560806274414
2018-03-13,144.60000610351562,147.5,140.0,144.60000610351562,492289,109.68717193603516
2018-03-14,142.0,152.0,142.0,150.10000610351562,891774,113.8592300415039
2018-03-15,151.1999969482422,156.5,151.0,152.85000610351562,270273,115.94525909423828
2018-03-16,152.0,154.5500030517578,151.0500030517578,152.35000610351562,151870,115.56597137451172
2018-03-19,152.5,166.9499969482422,152.39999389648438,160.35000610351562,862382,121.63442993164062
2018-03-20,159.0,170.75,159.0,169.1999969482422,597672,128.34764099121094
2018-03-21,171.10000610351562,176.0,170.0500030517578,174.4499969482422,425159,132.33004760742188
2018-03-22,172.0500030517578,174.75,169.0,170.25,272659,129.1441192626953
2018-03-23,162.0,173.5,162.0,170.5500030517578,354286,129.37168884277344
2018-03-26,172.0,174.9499969482422,166.5,167.1999969482422,159823,126.83052062988281
2018-03-27,168.0,170.39999389648438,163.0,164.0500030517578,181346,124.44107818603516
2018-03-28,164.89999389648438,174.0,164.0500030517578,169.8000030517578,467744,128.8027801513672
2018-04-02,172.39999389648438,172.39999389648438,166.60000610351562,167.14999389648438,72536,126.79258728027344
2018-04-03,168.25,170.3000030517578,167.10000610351562,168.5,86796,127.81665802001953
2018-04-04,168.10000610351562,172.1999969482422,162.1999969482422,167.85000610351562,207962,127.3235855102539
2018-04-05,170.0500030517578,174.39999389648438,170.0500030517578,173.9499969482422,291817,131.95077514648438
2018-04-06,174.25,175.4499969482422,171.10000610351562,174.3000030517578,111608,132.21627807617188
2018-04-09,175.0,178.0,172.14999389648438,172.8000030517578,205038,131.0784454345703
2018-04-10,173.0,174.0,170.60000610351562,171.75,55293,130.28195190429688
2018-04-11,168.10000610351562,175.0,168.10000610351562,171.5500030517578,57323,130.13026428222656
2018-04-12,171.5500030517578,172.89999389648438,167.4499969482422,168.5,78444,127.81665802001953
2018-04-13,168.5,171.3000030517578,166.60000610351562,167.35000610351562,75301,126.94430541992188
2018-04-16,166.64999389648438,169.0,165.35000610351562,168.14999389648438,73412,127.5511474609375
2018-04-17,170.0,170.0,166.0,166.4499969482422,44295,126.26160430908203
2018-04-18,167.89999389648438,168.0500030517578,164.0,164.64999389648438,50154,124.89620208740234
2018-04-19,164.0500030517578,170.60000610351562,164.0500030517578,169.5,132352,128.57521057128906
2018-04-20,166.60000610351562,170.0,166.0,166.4499969482422,60921,126.26160430908203
2018-04-23,166.4499969482422,167.75,165.64999389648438,166.14999389648438,63835,126.03404235839844
2018-04-24,167.0,171.35000610351562,165.25,170.1999969482422,134664,129.10618591308594
2018-04-25,172.0,172.39999389648438,167.85000610351562,168.64999389648438,88512,127.93042755126953
2018-04-26,170.0,170.1999969482422,166.0,167.25,60318,126.86846160888672
2018-04-27,170.6999969482422,171.5,167.25,170.9499969482422,125265,129.67510986328125
