Date,Open,High,Low,Close,Volume,Adj Close
,JSL.NS,JSL.NS,JSL.NS,JSL.NS,JSL.NS,JSL.NS
2015-01-01,42.29999923706055,43.70000076293945,41.400001525878906,41.70000076293945,1205456,41.05469512939453
2015-01-02,41.70000076293945,42.25,39.79999923706055,40.04999923706055,962757,39.43022537231445
2015-01-05,40.29999923706055,40.54999923706055,37.54999923706055,37.95000076293945,886003,37.36272048950195
2015-01-06,37.599998474121094,37.70000076293945,35.75,36.099998474121094,408135,35.54134750366211
2015-01-07,36.0,38.70000076293945,35.349998474121094,37.599998474121094,1194904,37.01813507080078
2015-01-08,38.5,39.29999923706055,37.0,37.5,497461,36.91968536376953
2015-01-09,37.900001525878906,39.0,36.599998474121094,37.75,490639,37.16581726074219
2015-01-12,38.0,38.0,36.5,36.75,283294,36.18129348754883
2015-01-13,37.29999923706055,37.849998474121094,36.04999923706055,36.29999923706055,189158,35.738258361816406
2015-01-14,36.95000076293945,36.95000076293945,35.29999923706055,35.45000076293945,201505,34.90141296386719
2015-01-15,35.900001525878906,37.150001525878906,35.400001525878906,36.29999923706055,328136,35.738258361816406
2015-01-16,36.650001525878906,36.70000076293945,35.400001525878906,35.70000076293945,129039,35.14754104614258
2015-01-19,35.849998474121094,36.79999923706055,35.349998474121094,35.75,212866,35.1967658996582
2015-01-20,36.5,37.150001525878906,35.849998474121094,36.45000076293945,346073,35.88593292236328
2015-01-21,37.0,37.0,35.54999923706055,35.79999923706055,134373,35.24599075317383
2015-01-22,35.79999923706055,36.25,35.29999923706055,35.45000076293945,117545,34.90141296386719
2015-01-23,36.0,36.04999923706055,34.75,35.0,141311,34.458370208740234
2015-01-27,35.25,35.400001525878906,34.400001525878906,34.95000076293945,193687,34.409149169921875
2015-01-28,35.20000076293945,35.650001525878906,34.099998474121094,34.349998474121094,135434,33.81843185424805
2015-01-29,34.349998474121094,34.79999923706055,34.099998474121094,34.29999923706055,101077,33.769203186035156
2015-01-30,34.099998474121094,34.79999923706055,33.150001525878906,33.45000076293945,138297,32.93235778808594
2015-02-02,33.79999923706055,33.849998474121094,33.5,33.650001525878906,122537,33.129268646240234
2015-02-03,34.099998474121094,34.45000076293945,33.099998474121094,33.650001525878906,128181,33.129268646240234
2015-02-04,33.849998474121094,34.5,33.20000076293945,33.349998474121094,134143,32.83390426635742
2015-02-05,33.75,33.75,32.79999923706055,33.0,65165,32.48931884765625
2015-02-06,32.849998474121094,33.20000076293945,31.200000762939453,31.450000762939453,104223,30.96331024169922
2015-02-09,31.450000762939453,32.0,30.549999237060547,31.049999237060547,235860,30.569499969482422
2015-02-10,31.25,31.700000762939453,30.649999618530273,30.850000381469727,68456,30.372594833374023
2015-02-11,31.149999618530273,33.150001525878906,30.799999237060547,32.400001525878906,187530,31.898609161376953
2015-02-12,31.75,34.20000076293945,31.75,32.599998474121094,209318,32.09551239013672
2015-02-13,32.79999923706055,36.400001525878906,32.650001525878906,34.349998474121094,1061003,33.81843185424805
2015-02-16,34.25,35.29999923706055,33.54999923706055,33.70000076293945,169402,33.178489685058594
2015-02-18,33.70000076293945,34.900001525878906,33.400001525878906,33.95000076293945,181333,33.424625396728516
2015-02-19,34.099998474121094,36.599998474121094,33.70000076293945,35.900001525878906,829072,35.344444274902344
2015-02-20,36.0,36.900001525878906,34.349998474121094,34.599998474121094,452776,34.06455993652344
2015-02-23,34.45000076293945,35.45000076293945,33.099998474121094,33.650001525878906,174379,33.129268646240234
2015-02-24,34.70000076293945,34.75,33.45000076293945,33.650001525878906,83619,33.129268646240234
2015-02-25,34.25,35.25,33.70000076293945,34.45000076293945,255044,33.91688537597656
2015-02-26,34.45000076293945,34.75,33.5,33.70000076293945,91195,33.178489685058594
2015-02-27,34.150001525878906,34.599998474121094,33.70000076293945,33.849998474121094,180488,33.326168060302734
2015-03-02,34.25,34.75,33.75,34.0,100555,33.473846435546875
2015-03-03,34.150001525878906,35.20000076293945,33.70000076293945,34.349998474121094,267745,33.81843185424805
2015-03-04,34.5,36.5,33.900001525878906,36.20000076293945,678095,35.63980484008789
2015-03-05,36.349998474121094,38.75,35.54999923706055,37.45000076293945,2105722,36.870460510253906
2015-03-09,37.20000076293945,38.599998474121094,36.54999923706055,37.04999923706055,271330,36.476646423339844
2015-03-10,37.04999923706055,38.0,36.099998474121094,36.45000076293945,116854,35.88593292236328
2015-03-11,36.599998474121094,41.70000076293945,35.400001525878906,40.04999923706055,1077621,39.43022537231445
2015-03-12,43.70000076293945,47.400001525878906,43.349998474121094,45.0,8193556,44.30362319946289
