Date,Open,High,Low,Close,Volume,Adj Close
,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS,INDUSINDBK.NS
2015-01-01,803.4000244140625,814.7000122070312,798.4000244140625,812.0,819116,764.631103515625
2015-01-02,816.0,823.3499755859375,812.0,815.9000244140625,640249,768.303466796875
2015-01-05,818.0,821.7999877929688,812.0499877929688,819.0999755859375,336910,771.3167724609375
2015-01-06,816.0,816.0,792.3499755859375,798.4000244140625,485801,751.824462890625
2015-01-07,800.0999755859375,805.5,786.5499877929688,791.9500122070312,737973,745.7506713867188
2015-01-08,800.0,804.5,788.4500122070312,798.7000122070312,623621,752.1068725585938
2015-01-09,804.0,810.7999877929688,791.5499877929688,802.0,544145,755.2144165039062
2015-01-12,804.9500122070312,839.2000122070312,797.0,829.4500122070312,896776,781.0630493164062
2015-01-13,845.0,849.1500244140625,820.0499877929688,825.5,3264664,777.343505859375
2015-01-14,831.7000122070312,832.9000244140625,811.0999755859375,816.6500244140625,1238612,769.0097045898438
2015-01-15,840.5,849.0,825.0,830.3499755859375,1493767,781.9105224609375
2015-01-16,831.7000122070312,837.8499755859375,813.2999877929688,831.8499755859375,1160723,783.322998046875
2015-01-19,835.0,837.7999877929688,827.0,829.1500244140625,612731,780.7805786132812
2015-01-20,830.0,844.5,822.5999755859375,840.4500122070312,1318766,791.42138671875
2015-01-21,845.0,859.5,839.4500122070312,842.5499877929688,1462665,793.3988037109375
2015-01-22,838.5,851.7999877929688,837.5999755859375,846.25,553285,796.8829345703125
2015-01-23,853.0,863.9500122070312,851.0,857.3499755859375,1179588,807.33544921875
2015-01-27,857.0,870.0,851.4000244140625,863.25,840924,812.8912963867188
2015-01-28,859.9500122070312,880.0,858.2000122070312,868.75,925540,818.0704345703125
2015-01-29,863.5,878.9500122070312,862.9500122070312,876.0499877929688,687051,824.9445190429688
2015-01-30,877.0,884.7999877929688,866.25,870.2000122070312,888368,819.4359130859375
2015-02-02,865.0999755859375,877.8499755859375,856.0999755859375,874.5499877929688,666544,823.5320434570312
2015-02-03,876.5999755859375,889.7999877929688,857.25,861.3499755859375,1013403,811.10205078125
2015-02-04,864.5999755859375,872.2999877929688,851.25,863.2999877929688,907333,812.9384155273438
2015-02-05,861.9000244140625,883.3499755859375,851.0,865.4000244140625,704581,814.9158935546875
2015-02-06,863.7999877929688,868.2999877929688,840.5,845.2999877929688,465226,795.9884033203125
2015-02-09,838.75,838.75,820.5,825.1500244140625,573650,777.013916015625
2015-02-10,815.7000122070312,851.9500122070312,815.7000122070312,840.7999877929688,1050019,791.7509155273438
2015-02-11,844.0,863.2000122070312,844.0,855.5,787344,805.5933837890625
2015-02-12,857.9000244140625,874.9500122070312,846.5999755859375,869.9500122070312,507508,819.2005004882812
2015-02-13,872.9000244140625,877.6500244140625,863.9500122070312,875.3499755859375,700753,824.2854614257812
2015-02-16,872.5,879.2999877929688,855.0,862.9000244140625,420397,812.5617065429688
2015-02-18,861.7999877929688,869.8499755859375,852.5999755859375,864.8499755859375,503192,814.39794921875
2015-02-19,868.0,870.5,842.4500122070312,857.5,621565,807.4766845703125
2015-02-20,857.0999755859375,881.4000244140625,850.6500244140625,876.7999877929688,1207981,825.6508178710938
2015-02-23,876.0,878.5,857.9000244140625,867.5499877929688,596633,816.9404296875
2015-02-24,865.5,867.0,854.7000122070312,864.1500244140625,505014,813.7388305664062
2015-02-25,865.0,873.2000122070312,855.0,858.5499877929688,617078,808.4655151367188
2015-02-26,856.2000122070312,860.0,839.0499877929688,845.2999877929688,1152143,795.9884033203125
2015-02-27,844.9500122070312,867.7999877929688,837.5499877929688,864.5,1063550,814.068359375
2015-03-02,925.0,949.9000244140625,914.0,944.5,1263167,889.4014892578125
2015-03-03,945.0,945.0,926.0,938.5999755859375,617171,883.8455810546875
2015-03-04,959.9000244140625,962.5499877929688,903.0999755859375,908.2000122070312,996972,855.2191162109375
2015-03-05,909.7999877929688,917.8499755859375,893.1500244140625,913.2000122070312,739059,859.927490234375
2015-03-09,908.0,910.0,890.5,895.2000122070312,1121892,842.9774780273438
2015-03-10,898.0,913.5499877929688,888.5499877929688,896.75,949910,844.43701171875
2015-03-11,898.0999755859375,905.0,885.0999755859375,890.2000122070312,661190,838.2691650390625
2015-03-12,893.0,902.5,888.7999877929688,891.7999877929688,678466,839.7757568359375
2015-03-13,895.0,897.2999877929688,865.25,875.2000122070312,789147,824.1441650390625
2015-03-16,875.25,888.7999877929688,866.25,877.25,637728,826.0746459960938
2015-03-17,882.0999755859375,908.7999877929688,880.7999877929688,903.1500244140625,578263,850.4637451171875
2015-03-18,907.4000244140625,920.9000244140625,896.0,903.2000122070312,1120286,850.5107421875
2015-03-19,919.0,919.0,875.0,881.1500244140625,1142631,829.7470703125
2015-03-20,888.0,894.9000244140625,874.25,886.3499755859375,751604,834.6436157226562
2015-03-23,888.0,894.0,881.5499877929688,888.3499755859375,955973,836.5269165039062
2015-03-24,885.0,896.4500122070312,878.5999755859375,884.8499755859375,704010,833.231201171875
2015-03-25,887.5,889.8499755859375,864.25,871.0499877929688,715430,820.2362060546875
2015-03-26,864.5,878.9000244140625,853.0499877929688,860.3499755859375,2107203,810.160400390625
2015-03-27,861.0,887.5,850.9000244140625,880.75,1088061,829.370361328125
2015-03-30,886.0499877929688,890.0,876.0999755859375,887.9500122070312,411951,836.1504516601562
2015-03-31,891.0,894.0999755859375,877.5,886.0,583298,834.3141479492188
2015-04-01,884.0999755859375,928.6500244140625,880.5,925.25,954252,871.2745361328125
2015-04-06,926.0,927.0,911.3499755859375,914.9500122070312,573759,861.5753173828125
2015-04-07,915.0499877929688,920.5,900.2000122070312,906.9500122070312,738125,854.0420532226562
2015-04-08,915.1500244140625,915.1500244140625,900.0499877929688,901.9500122070312,456811,849.333740234375
2015-04-09,908.0,947.8499755859375,901.0,943.9000244140625,1086130,888.8364868164062
2015-04-10,948.4000244140625,951.4500122070312,935.5999755859375,945.25,761095,890.1078491210938
2015-04-13,948.0,954.9000244140625,940.5,949.75,847695,894.3452758789062
2015-04-15,953.8499755859375,967.0,938.25,946.5499877929688,862700,891.3319091796875
2015-04-16,955.0,959.0,927.9500122070312,934.4500122070312,3431738,879.9378051757812
2015-04-17,936.0,936.0,873.1500244140625,876.0,2706290,824.8975219726562
2015-04-20,874.7000122070312,881.25,830.0,843.75,1937207,794.52880859375
